model:0	Q0^2=1.12	Q^2=10.00 GeV^2
x  xuv  xdv  xu  xd  xs  xc  xb  xg  xub  xdb  xsb  xcb  xbb
1.000000E-04  1.881891E-02  1.113144E-02  1.554497E-01  1.479001E-01  1.373027E-01  9.618471E-02  0.000000E+00  2.278157E+00  1.366308E-01  1.367686E-01  1.369394E-01  9.594323E-02  0.000000E+00
1.009253E-04  1.890290E-02  1.118042E-02  1.552690E-01  1.476849E-01  1.370395E-01  9.597767E-02  0.000000E+00  2.275966E+00  1.363661E-01  1.365045E-01  1.366758E-01  9.573594E-02  0.000000E+00
1.018591E-04  1.898727E-02  1.122960E-02  1.550889E-01  1.474702E-01  1.367765E-01  9.577091E-02  0.000000E+00  2.273771E+00  1.361017E-01  1.362405E-01  1.364124E-01  9.552891E-02  0.000000E+00
1.028016E-04  1.907201E-02  1.127901E-02  1.549095E-01  1.472559E-01  1.365138E-01  9.556441E-02  0.000000E+00  2.271573E+00  1.358375E-01  1.359769E-01  1.361494E-01  9.532216E-02  0.000000E+00
1.037528E-04  1.915712E-02  1.132863E-02  1.547307E-01  1.470421E-01  1.362514E-01  9.535817E-02  0.000000E+00  2.269372E+00  1.355735E-01  1.357135E-01  1.358866E-01  9.511567E-02  0.000000E+00
1.047129E-04  1.924261E-02  1.137846E-02  1.545525E-01  1.468288E-01  1.359892E-01  9.515220E-02  0.000000E+00  2.267167E+00  1.353099E-01  1.354503E-01  1.356240E-01  9.490945E-02  0.000000E+00
1.056818E-04  1.932849E-02  1.142852E-02  1.543749E-01  1.466159E-01  1.357273E-01  9.494650E-02  0.000000E+00  2.264959E+00  1.350464E-01  1.351874E-01  1.353617E-01  9.470350E-02  0.000000E+00
1.066596E-04  1.941474E-02  1.147879E-02  1.541980E-01  1.464036E-01  1.354656E-01  9.474106E-02  0.000000E+00  2.262748E+00  1.347833E-01  1.349248E-01  1.350997E-01  9.449781E-02  0.000000E+00
1.076465E-04  1.950138E-02  1.152928E-02  1.540217E-01  1.461917E-01  1.352042E-01  9.453588E-02  0.000000E+00  2.260533E+00  1.345203E-01  1.346624E-01  1.348379E-01  9.429239E-02  0.000000E+00
1.086426E-04  1.958840E-02  1.157999E-02  1.538461E-01  1.459803E-01  1.349430E-01  9.433097E-02  0.000000E+00  2.258315E+00  1.342577E-01  1.344003E-01  1.345763E-01  9.408724E-02  0.000000E+00
1.096478E-04  1.967580E-02  1.163092E-02  1.536711E-01  1.457693E-01  1.346821E-01  9.412633E-02  0.000000E+00  2.256094E+00  1.339953E-01  1.341384E-01  1.343151E-01  9.388236E-02  0.000000E+00
1.106624E-04  1.976360E-02  1.168207E-02  1.534967E-01  1.455589E-01  1.344215E-01  9.392194E-02  0.000000E+00  2.253869E+00  1.337331E-01  1.338768E-01  1.340541E-01  9.367775E-02  0.000000E+00
1.116863E-04  1.985178E-02  1.173345E-02  1.533230E-01  1.453489E-01  1.341611E-01  9.371783E-02  0.000000E+00  2.251641E+00  1.334712E-01  1.336154E-01  1.337933E-01  9.347340E-02  0.000000E+00
1.127197E-04  1.994035E-02  1.178505E-02  1.531499E-01  1.451394E-01  1.339009E-01  9.351398E-02  0.000000E+00  2.249410E+00  1.332096E-01  1.333543E-01  1.335328E-01  9.326932E-02  0.000000E+00
1.137627E-04  2.002932E-02  1.183688E-02  1.529775E-01  1.449304E-01  1.336410E-01  9.331039E-02  0.000000E+00  2.247176E+00  1.329482E-01  1.330935E-01  1.332726E-01  9.306551E-02  0.000000E+00
1.148154E-04  2.011868E-02  1.188893E-02  1.528058E-01  1.447218E-01  1.333814E-01  9.310707E-02  0.000000E+00  2.244938E+00  1.326871E-01  1.328329E-01  1.330126E-01  9.286196E-02  0.000000E+00
1.158777E-04  2.020844E-02  1.194121E-02  1.526346E-01  1.445138E-01  1.331220E-01  9.290401E-02  0.000000E+00  2.242697E+00  1.324262E-01  1.325726E-01  1.327529E-01  9.265869E-02  0.000000E+00
1.169499E-04  2.029860E-02  1.199372E-02  1.524642E-01  1.443062E-01  1.328628E-01  9.270122E-02  0.000000E+00  2.240453E+00  1.321656E-01  1.323125E-01  1.324934E-01  9.245568E-02  0.000000E+00
1.180321E-04  2.038915E-02  1.204645E-02  1.522944E-01  1.440991E-01  1.326039E-01  9.249869E-02  0.000000E+00  2.238206E+00  1.319052E-01  1.320527E-01  1.322342E-01  9.225293E-02  0.000000E+00
1.191242E-04  2.048011E-02  1.209942E-02  1.521252E-01  1.438925E-01  1.323453E-01  9.229643E-02  0.000000E+00  2.235956E+00  1.316451E-01  1.317931E-01  1.319753E-01  9.205046E-02  0.000000E+00
1.202264E-04  2.057147E-02  1.215262E-02  1.519567E-01  1.436864E-01  1.320869E-01  9.209443E-02  0.000000E+00  2.233702E+00  1.313853E-01  1.315338E-01  1.317166E-01  9.184825E-02  0.000000E+00
1.213389E-04  2.066324E-02  1.220605E-02  1.517889E-01  1.434808E-01  1.318288E-01  9.189269E-02  0.000000E+00  2.231446E+00  1.311257E-01  1.312748E-01  1.314581E-01  9.164631E-02  0.000000E+00
1.224616E-04  2.075542E-02  1.225971E-02  1.516217E-01  1.432757E-01  1.315709E-01  9.169122E-02  0.000000E+00  2.229186E+00  1.308663E-01  1.310160E-01  1.312000E-01  9.144463E-02  0.000000E+00
1.235947E-04  2.084800E-02  1.231361E-02  1.514552E-01  1.430710E-01  1.313133E-01  9.149001E-02  0.000000E+00  2.226923E+00  1.306072E-01  1.307574E-01  1.309420E-01  9.124323E-02  0.000000E+00
1.247384E-04  2.094099E-02  1.236774E-02  1.512894E-01  1.428669E-01  1.310560E-01  9.128907E-02  0.000000E+00  2.224657E+00  1.303484E-01  1.304992E-01  1.306844E-01  9.104209E-02  0.000000E+00
1.258925E-04  2.103440E-02  1.242211E-02  1.511242E-01  1.426632E-01  1.307988E-01  9.108839E-02  0.000000E+00  2.222388E+00  1.300898E-01  1.302411E-01  1.304270E-01  9.084121E-02  0.000000E+00
1.270574E-04  2.112822E-02  1.247671E-02  1.509597E-01  1.424601E-01  1.305420E-01  9.088797E-02  0.000000E+00  2.220115E+00  1.298315E-01  1.299834E-01  1.301698E-01  9.064061E-02  0.000000E+00
1.282331E-04  2.122246E-02  1.253156E-02  1.507959E-01  1.422574E-01  1.302854E-01  9.068782E-02  0.000000E+00  2.217840E+00  1.295734E-01  1.297259E-01  1.299130E-01  9.044027E-02  0.000000E+00
1.294196E-04  2.131711E-02  1.258664E-02  1.506327E-01  1.420552E-01  1.300290E-01  9.048793E-02  0.000000E+00  2.215562E+00  1.293156E-01  1.294686E-01  1.296563E-01  9.024019E-02  0.000000E+00
1.306171E-04  2.141219E-02  1.264196E-02  1.504702E-01  1.418536E-01  1.297729E-01  9.028831E-02  0.000000E+00  2.213280E+00  1.290580E-01  1.292116E-01  1.294000E-01  9.004039E-02  0.000000E+00
