G_Ep/G_D	Q2	error
0.9486475897038814	1.3628277796817478	0.07159861972552617
0.8802284044953373	1.557517462493426	0.08646803980971277
0.8238023920012271	1.7522071453051042	0.1213864856022723
1.0110435916079288	1.9468968281167824	0.17620625984348529
0.9857042551874631	0.0136	0.02139372607154643
0.9858276730807379	0.021	0.02146291959998843
0.986701346954969	0.033	0.021170656837810053
0.9752529260067447	0.04	0.021450759202506112
0.973912763340607	0.046	0.020631977096370303
0.9751815116048405	0.055	0.020048833917456866
0.9675908748264236	0.066	0.021582831973101242
0.9654762785161676	0.084	0.02071625729108998
0.9685435945248959	0.099	0.021396874795763136
0.9539081075183495	0.12300000000000001	0.026156932343107453
1.0009958666249714	0.005451311118726991	0.005285409839644201
0.9982432400757907	0.007787587312467131	0.005402516024834809
0.9990415291254385	0.009734484140583912	0.005275090641539174
0.9938119830214748	0.011681380968700694	0.0064044994775553366
0.9984541450335515	0.013628277796817476	0.005271989164537697
0.9932859999957125	0.015575174624934261	0.0068845540463352214
0.9935837716332104	0.01752207145305104	0.005027180423266467
0.9952140985439365	0.019468968281167825	0.005686671124512235
0.9925742165863949	0.02141586510928461	0.0050220724338724595
0.9943446074903686	0.02336276193740139	0.00562837695949582
0.9916941084816772	0.025309658765518172	0.005083822906246067
0.9882186771748602	0.027256555593634952	0.005870551291977532
0.9876790334281261	0.031150349249868522	0.005439413061196932
0.9905744843076187	0.0330972460779853	0.005714507352539869
0.9935695421008539	0.03504414290610208	0.006021556059458475
0.9835084511239557	0.03893793656233565	0.009175664746684156
0.9811219399212074	0.04672552387480278	0.0075386948080639424
0.9815929767709789	0.054513111187269904	0.00613318898295823
1.001	1.0	0.08290958931269651
1.173	2.003	0.09475758544834287
1.101	2.497	0.1256781603939205
1.2309999999999999	3.0069999999999997	0.16731706428215862
0.956	1.75	0.0551749836067035
0.868	2.5	0.06795055072624505
0.884	3.25	0.11577369276307983
0.919	4.0	0.1267701046816638
0.9420000000000001	5.0	0.17170942456370877
0.9520000000000001	6.0	0.2066776732595952
1.4480000000000002	7.0	0.22687459757319678
0.8690000000000001	8.83	0.6765452076846011
1.035	0.65	0.052000000000000005
0.9540000000000001	0.91	0.053
0.9229999999999999	2.2	0.121
0.888	2.75	0.114
0.873	3.75	0.23199999999999998
1.255	4.2	0.157
1.183	5.2	0.511
0.9490000000000001	2.64	0.04
1.0070000000000001	3.2	0.052000000000000005
1.1320000000000001	4.1	0.077
0.9972064355568387	0.005840690484350347	0.005082601608342705
1.0006074415510362	0.011486691285889016	0.005163093093658598
0.9977249358136799	0.011564567159013687	0.0030985246453840995
0.9979241297728418	0.013511463987130472	0.003115267834878799
1.0035914481557944	0.015185795259310905	0.003129703060776905
0.9969308447343985	0.015419422878684919	0.0031317199311028227
0.9974500620097139	0.017132692087427685	0.003146530164068498
0.9936266711169762	0.019196402725231473	0.004219221533405419
0.9943799162116	0.020637106378037895	0.009530797918961022
0.9918401623281493	0.026399920989263567	0.004302994196651407
0.9953327430866795	0.03091672163049451	0.004355941982873871
1.0096873162864513	0.0013	0.00814207062858561
0.9994895600079348	0.0016	0.007322610877832178
0.9879905433842491	0.0018	0.006999550306430286
1.00089462001587	0.0021	0.00657554448954637
1.006330016345963	0.0026	0.007520028042897244
0.9879905433842491	0.0018	0.007945830172435475
1.0079360897044238	0.0021	0.006922630013595615
1.0067719896845866	0.0024	0.005870439040928513
1.0048791677841697	0.0028	0.006091770321389096
1.0002335211069233	0.0033	0.005833994138210152
1.002647007498512	0.0038	0.005606607297043959
0.9952214141638565	0.0044	0.005731657241069385
0.9992015271771474	0.0051	0.005516231969441239
0.9915485022812933	0.006	0.0057564614535635114
1.004238099285856	0.0069	0.006528184074812954
0.9989462888712558	0.0061	0.00809278863654465
0.9996980000000001	0.0071	0.006937430032980514
1.0027673382265423	0.0082	0.005582947211303312
0.9981852866494745	0.0095	0.004939995762801079
1.004414072604642	0.011	0.004997989511317292
1.0003847562983534	0.0129	0.004986794012531676
1.003140564887919	0.0154	0.005373550590794373
0.9841215180162667	0.0152	0.007407254084507043
0.9865236122197976	0.0162	0.004393848537988494
0.9804305147073993	0.0172	0.0047206690735965085
0.9923857596032534	0.0182	0.0038921213806784372
0.9839321693949613	0.0192	0.005590523689744099
0.9893827300456258	0.0202	0.004336614489188653
0.99459375	0.0213	0.00488014
0.9980840323427893	0.0236	0.004163576560206309
0.9926368404086492	0.0255	0.0031120506347946837
0.9886061124380083	0.0272	0.0029108358817694904
0.9916612392461813	0.0304	0.003262401269589367
0.9892765690378893	0.0322	0.0028411787026383652
0.99056700178536	0.034	0.0018667153342590752
0.984068041914303	0.0357	0.0023164924201547316
0.9890891261575087	0.0376	0.0026609280380876814
0.9901813131680223	0.0394	0.0017825046141638563
0.9853550628843483	0.0413	0.0015676103273160086
0.9868933986570125	0.0433	0.0011256911128744297
0.984887518653045	0.0473	0.0011376776234874033
0.9863533108351518	0.0494	0.0013727951438206704
0.9868696335548502	0.0515	0.0014954313132315015
0.9873736255623886	0.0537	0.001041289269986114
0.9855735878317796	0.0557	0.0015119726978774055
0.9850680928387222	0.058	0.0010530482047212853
0.9842475791628644	0.0602	0.0014121199127157306
0.9856362899226344	0.0625	0.000947044237254513
0.9853216903312837	0.0648	0.0008336054909740132
0.9841260079190637	0.0672	0.0011982539972227731
0.9838120373933743	0.0695	0.0009642852608609403
0.982166466802222	0.0711	0.0008472169152945845
0.9799744332711763	0.0742	0.000853955064471335
0.9797451693552864	0.0773	0.0008607199027970639
0.9804120188950605	0.0805	0.0006198078258282087
0.9819923118468559	0.0837	0.0006248360345169609
0.9813712669430669	0.0867	0.004784720059512001
0.9804304488157113	0.0908	0.003053111557230708
0.9799569681114858	0.0949	0.003984087345764729
0.974536862136481	0.1033	0.003805246937115652
0.9785039395040666	0.1076	0.0034477710295576273
0.974722088474509	0.112	0.0014744146002777228
0.9768199619678636	0.1163	0.0023025428942670106
0.9769520062983538	0.1255	0.0022156246776433254
0.9784058718508232	0.13	0.0018196389605237057
0.9801339769728228	0.1348	0.0016989177702836735
0.9816218536500695	0.1395	0.002147342541162468
0.9809940656595912	0.1441	0.0017365288077762346
0.9772056250743899	0.149	0.00131738325729022
0.9831246225907561	0.1538	0.0023682616623685784
0.9809130818171	0.1588	0.001796818345566356
0.9817117647827812	0.1637	0.0019685721027573894
0.9744469938067845	0.1687	0.0019911680162666137
0.9771802061198176	0.1739	0.001394864687561992
0.9791756859492167	0.1789	0.0017241768121404486
0.9756989375123983	0.184	0.0015854711366792306
0.980403319656814	0.1893	0.0028877859194604244
0.9780333140666537	0.1943	0.002271100745883754
0.9736606442749455	0.1997	0.0013133173417972626
0.9686423539595319	0.2051	0.0014950748046022617
0.9719535490279709	0.2103	0.0016801271374727242
0.9738332895853996	0.2156	0.0013596276294386034
0.9778357085895656	0.221	0.0036107877405276733
0.9809470071414402	0.2318	0.003695047022416187
0.9668740819877012	0.2427	0.0034209697500495943
0.9751343565859949	0.2481	0.004006154219400913
0.9795984527831778	0.2592	0.004285859694505059
0.9768139079309659	0.2758	0.004241149787740527
0.974489992477683	0.2814	0.0050693757111684185
0.9688526752687959	0.3069	0.002461620178536005
0.9640852169252133	0.3354	0.0026015342035310457
0.9588515525649675	0.3638	0.00228733671890498
0.9703847330609007	0.3916	0.004573879912715731
0.9688017977068044	0.4201	0.005066955008926801
0.9585438206090063	0.4471	0.0071711507776234884
0.9601534588216625	0.4748	0.007240136290418568
0.9604811260087284	0.5011	0.005237400868875222
0.943116038444753	0.5274	0.006378562578853402
0.9395633752668121	0.5524	0.006638906756595913
